,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.12904891967773438,0.034454073779155596,0.00425562858581543,0.0018565555559752825,0.1,{'alpha': 0.1},-0.11317639979871047,-0.10287370252154342,-0.09451032508956175,-0.10836767704746941,-0.1147466706268908,-0.10673495501683516,0.007385071791321485,5,-0.10524008297364353,-0.1071471418970376,-0.10955224451646872,-0.10638686339329743,-0.10511765122170678,-0.10668879680043082,0.00161665376713
1,0.10315155982971191,0.0018762999348622678,0.0026541709899902343,0.0004037991128694875,0.01,{'alpha': 0.01},-0.04239259757755918,-0.03887756951722892,-0.034877862466932204,-0.04038706370656851,-0.040221818045593126,-0.03935138226277639,0.0025026451197701013,4,-0.03872942742917026,-0.03916872206982293,-0.039472944429877345,-0.03894948717465295,-0.039307557265806356,-0.03912562767386597,0.0002621391011477338
2,0.10848498344421387,0.0070740325867399536,0.0026332855224609373,0.0007394751907062165,0.001,{'alpha': 0.001},-0.012269567714864007,-0.011523826390553257,-0.010840938290863848,-0.010930819322476302,-0.010800420987680727,-0.011273114541287628,0.0005627000768376702,3,-0.010943967048863915,-0.010981176832803448,-0.011002880433470497,-0.011122241756440379,-0.01115246944832705,-0.011040547103981058,8.181924176846985e-05
3,0.11120262145996093,0.014673065837339946,0.0020510673522949217,0.000320663980265293,0.0001,{'alpha': 0.0001},-0.006969786558610391,-0.006729675980871346,-0.006640418596139049,-0.006167266887842309,-0.006596624155142024,-0.006620754435721024,0.00026088588751920215,2,-0.005921301041280335,-0.005987470975510387,-0.005951459534079074,-0.0061166945917796815,-0.006008744966150185,-0.005997134221759933,6.687259251596214e-05
4,0.11185340881347657,0.010411444437075106,0.00214080810546875,0.00031774806763219094,1e-05,{'alpha': 1e-05},-0.0066748250089074725,-0.006352173424201558,-0.006463792195493769,-0.005814503868093218,-0.00626778402382149,-0.006314615704103502,0.0002848578613924662,1,-0.005362850139943929,-0.005440630581648174,-0.0053957225934901445,-0.005571952270741863,-0.0054623381599988785,-0.005446698749164598,7.155280038033979e-05
