mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.09643006324768066,0.010483369812647792,0.0028159618377685547,0.0004516100281770176,0.0001,{'alpha': 0.0001},-0.006251469584769755,-0.006294566003826596,-0.006326340670667952,-0.006031844036544417,-0.006463134173040885,-0.006273470893769921,0.00014005711135944596,7,0.9737436553876533,0.9720917593700643,0.9732967085388873,0.9755523698745815,0.9732491008393759,0.9735867188021124,0.0011244028437875752,7
0.11863393783569336,0.052074420659822485,0.0026198863983154298,0.00017709346884142528,0.001,{'alpha': 0.001},-0.0062514637340136915,-0.006294545935103702,-0.006326318765082068,-0.006031825987537019,-0.006463110028009094,-0.006273452889949115,0.00014005472521310037,6,0.9737436799609901,0.9720918483488353,0.9732968010016987,0.9755524430289029,0.9732492007756132,0.973586794623208,0.0011243946757017742,6
0.08929429054260254,0.00335733162283999,0.002518463134765625,8.628346966761438e-05,0.1,{'alpha': 0.1},-0.006250839091554477,-0.006292364064782618,-0.006323935480392649,-0.006029865923752353,-0.006460479939909096,-0.006271496900078238,0.00013979421045601784,5,0.9737463034765405,0.9721015221153678,0.9733068607738496,0.975560387351425,0.9732600867048949,0.9735950320844156,0.0011235041164835778,5
0.08992538452148438,0.0022539703873395004,0.00241236686706543,7.333057876365024e-05,0.5,{'alpha': 0.5},-0.006248688528424021,-0.0062840554507390175,-0.006314825921794792,-0.00602244633165543,-0.006450364037118691,-0.006264076053946391,0.00013878014028911978,4,0.9737553359009806,0.9721383600482594,0.9733453119434885,0.9755904596547154,0.973301956405913,0.9736262847906714,0.0011200617631818433,4
0.08779587745666503,0.0016327828045252734,0.002402210235595703,7.46661520727312e-05,1,{'alpha': 1},-0.006246802996758043,-0.006274763447782105,-0.006304561355074493,-0.006014250029851389,-0.006438821796877608,-0.006255839925268729,0.00013759475746465702,3,0.9737632551859627,0.9721795580362219,0.9733886383672653,0.975623680035363,0.9733497297147304,0.9736609722679086,0.0011160922347139566,3
0.08336644172668457,0.0056515743592382905,0.0034802913665771484,0.0018846118172189223,5,{'alpha': 5},-0.0062576469935142565,-0.006236251824787648,-0.006259338700572967,-0.0059839504662273875,-0.006382726245741922,-0.006223982846168837,0.00013065132943974615,1,0.973717710100612,0.9723503071618845,0.9735795218157964,0.9757464870111325,0.9735819090864739,0.9737951870351799,0.0010948288532965126,1
0.09096717834472656,0.005516344754521488,0.002505207061767578,0.00034430517594415263,10,{'alpha': 10},-0.006315552511929259,-0.006250949336179672,-0.006267949635588811,-0.006007660963856207,-0.006376568194445958,-0.006243736128399982,0.00012583462029544445,2,0.9734745053267833,0.9722851427511308,0.9735431753211242,0.9756503861383966,0.9736073972482285,0.9737121213571328,0.0010852750420260334,2
0.0895756721496582,0.00418943908495217,0.00236053466796875,7.339969106022641e-05,20,{'alpha': 20},-0.006507856962663793,-0.006393695827556673,-0.006404076230769393,-0.0061645711026004245,-0.0064810306061370134,-0.006390246145945459,0.00012100125549734151,8,0.9726668213317631,0.9716522471030422,0.9729685891051827,0.9750144146159724,0.9731750275392909,0.9730954199390502,0.0010928319725603815,8
